Data,Volume (hm³),Volume (%),Chuva (mm),Vazão natural (m³/s),Vazão a jusante (m³/s)
2016-12-05,439.7395,44.77671,13.1,38.89,0.62
2016-12-06,440.08361,44.81175,0.1,27.707,0.62
2016-12-07,439.74645,44.77741,0,21.196,0.63
2016-12-08,439.13603,44.71526,1.3,16.741,0.6
2016-12-09,438.70221,44.67108,5.5,20.617,0.6
2016-12-10,440.6146,44.86581,15.55,47.484,0.6
2016-12-11,441.26503,44.93204,0.85,32.239,0.6
2016-12-12,443.17154,45.12618,14.95,45.359,0.75
2016-12-13,446.2145,45.43603,19.2,59.313,0.6
2016-12-14,447.98649,45.61646,2.6,46.26,0.6
2016-12-15,448.53491,45.6723,0.6,30.98,0.6
2016-12-16,448.94564,45.71413,0.2,27.397,0.6
2016-12-17,448.81681,45.70101,0,21.688,0.6
2016-12-18,448.58573,45.67748,1.2,21.103,0.6
2016-12-19,448.43765,45.6624,1.8,20.567,0.6
2016-12-20,448.92508,45.71203,3.6,29.816,0.6
2016-12-21,449.32186,45.75244,3.2,29.497,0.6
2016-12-22,449.58323,45.77905,3.9,28.456,0.6
2016-12-23,449.2136,45.74141,0,22.279,0.6
2016-12-24,449.5838,45.77911,19.7,30.47,0.6
2016-12-25,449.84062,45.80526,6.2,28.077,0.6
2016-12-26,452.05369,46.03061,23.35,47.666,0.6
2016-12-27,452.99824,46.12678,0,38.114,0.6
2016-12-28,453.20169,46.1475,0,28.334,0.6
2016-12-29,453.26156,46.1536,4,25.719,0.6
2016-12-30,453.06474,46.13356,0,23.148,0.6
2016-12-31,452.59676,46.0859,0.5,20.16,0.6
2017-01-01,452.95027,46.1219,8.4,27.813,0.6
2017-01-02,452.53867,46.07999,0,17.227,0.6
2017-01-03,452.04783,46.03001,0.9,18.723,0.919
2017-01-04,451.31916,45.95581,9.9,16.94,1.6
2017-01-05,450.62366,45.88499,0,16.154,1.6
2017-01-06,449.66617,45.7875,2.2,16.901,2.52
2017-01-07,448.79605,45.69889,4.6,16.946,2.85
2017-01-08,449.59625,45.78038,6.5,36.047,2.85
2017-01-09,449.6283,45.78364,2.25,25.781,2.85
2017-01-10,454.21608,46.25079,39.95,80.135,2.16
2017-01-11,458.67406,46.70473,23.1,77.718,0.6
2017-01-12,461.02439,46.94405,10.95,54.841,0.6
2017-01-13,467.20497,47.57339,26.925,96.159,0.6
2017-01-14,472.17447,48.07941,4.3,83.159,0.36
2017-01-15,479.61187,48.83673,14.3,109.423,0.2
2017-01-16,486.83422,49.57215,37.8,106.152,0.2
2017-01-17,493.56937,50.25796,23.4,101.015,0.1
2017-01-18,500.64527,50.97847,28,102.971,0.1
2017-01-19,511.63711,52.09772,13.6,148.034,0.1
2017-01-20,519.94801,52.94398,18.8,118.409,0.1
2017-01-21,528.8574,53.85118,9.1,125.732,0.1
2017-01-22,542.33739,55.22379,35.9,177.257,0.1
2017-01-23,555.57604,56.57182,21.75,177.192,0.1
2017-01-24,562.88105,57.31566,4.6,114.617,0.1
2017-01-25,568.48658,57.88645,8.4,90.75,0.1
2017-01-26,572.49605,58.29471,2.05,70.534,0.1
2017-01-27,577.19318,58.773,12.2,78.107,0.1
2017-01-28,581.17273,59.17822,7.65,70.429,0.1
2017-01-29,584.421,59.50898,0,62.847,0.1
2017-01-30,586.45052,59.71563,0,47.75,0.1
2017-01-31,590.40157,60.11795,15.6,71.198,0.1
2017-02-01,592.04888,60.28569,0.7,44.046,0.1
2017-02-02,595.4099,60.62793,11.05,62.298,0.1
2017-02-03,598.98743,60.99221,11.6,66.251,0.1
2017-02-04,601.56881,61.25506,5.7,54.619,0.1
2017-02-05,604.26869,61.52998,5.1,55.155,0.1
2017-02-06,606.65758,61.77323,7,50.604,0.1
2017-02-07,609.40209,62.05269,3.15,57.443,0.1
2017-02-08,611.42703,62.25888,0.1,48.772,0.1
2017-02-09,612.22742,62.34038,0.05,34.344,0.1
2017-02-10,612.68482,62.38696,0,32.212,0.1
2017-02-11,613.2766,62.44721,1.4,32.157,0.1
2017-02-12,613.47162,62.46707,0,28.897,0.1
2017-02-13,614.02044,62.52296,4.2,31.725,0.1
2017-02-14,613.87761,62.50841,0,25.364,0.1
2017-02-15,613.26684,62.44622,0,19.439,0.1
2017-02-16,612.63373,62.38175,0,19.48,0.1
2017-02-17,611.9559,62.31273,0.1,18.404,0.1
2017-02-18,612.50412,62.36856,0.8,33.049,0.1
2017-02-19,613.01537,62.42061,0,32.262,0.1
2017-02-20,612.63991,62.38238,0,22.454,0.1
2017-02-21,612.24721,62.3424,0.1,23.026,0.1
2017-02-22,611.90088,62.30713,0.35,21.889,0.1
2017-02-23,611.6039,62.27689,4.45,22.158,0.1
2017-02-24,611.24961,62.24081,0.5,22.315,0.4
2017-02-25,612.4521,62.36326,21.45,40.969,1
2017-02-26,613.21174,62.44061,4.925,34.343,1
2017-02-27,615.34006,62.65733,11.4,48.163,1
2017-02-28,616.3115,62.75624,0.1,36.183,1
2017-03-01,616.44529,62.76987,0.1,26.761,0.71
2017-03-02,616.10417,62.73513,0,23.736,0.6
2017-03-03,619.29469,63.06001,22.8,63.614,0.6
2017-03-04,621.25098,63.25921,10.5,49.898,0.6
2017-03-05,622.69836,63.40659,4,43.558,0.6
2017-03-06,625.05518,63.64657,2.1,52.558,0.6
2017-03-07,629.06532,64.05491,18.4,73.134,0.55
2017-03-08,635.5058,64.71071,23.3,100.979,0.5
2017-03-09,638.24943,64.99009,13.8,60.02,0.5
2017-03-10,640.04331,65.17275,0,49.32,0.5
2017-03-11,641.30767,65.30149,0.6,41.417,0.6
2017-03-12,641.51125,65.32222,0,30.197,0.6
2017-03-13,641.37012,65.30785,0,26.316,0.6
2017-03-14,641.74649,65.34618,0.4,31.784,0.6
2017-03-15,642.70315,65.44359,7.6,37.151,0.6
2017-03-16,643.65428,65.54044,0.15,37.49,0.6
2017-03-17,644.01788,65.57746,0.1,30.766,0.6
2017-03-18,644.34175,65.61044,0.2,30.53,0.6
2017-03-19,644.42302,65.61871,2.1,24.957,0.6
2017-03-20,646.05306,65.78469,7.25,41.841,0.6
2017-03-21,647.21958,65.90348,0,38.241,0.6
2017-03-22,647.56551,65.9387,0,28.845,0.6
2017-03-23,647.31632,65.91333,0,23.086,0.6
2017-03-24,647.0866,65.88993,0,23.491,0.6
2017-03-25,646.85175,65.86602,0,24.113,0.6
2017-03-26,646.38285,65.81828,0.05,20.886,0.6
2017-03-27,645.94241,65.77343,0,19.774,0.6
2017-03-28,645.74532,65.75336,0.35,23.982,1.43
2017-03-29,645.44202,65.72247,0.3,23.419,1.6
2017-03-30,645.16741,65.69451,0,23.422,1.6
2017-03-31,644.49811,65.62636,0,19.13,1.6
2017-04-01,643.71624,65.54675,0,16.685,1.6
2017-04-02,642.91192,65.46485,0,16.854,1.6
2017-04-03,642.31136,65.40369,0,18.716,1.6
2017-04-04,641.33413,65.30419,0,15.784,1.6
2017-04-05,640.40901,65.20999,0,16.361,1.6
2017-04-06,639.83509,65.15155,1,20.094,1.6
2017-04-07,642.40907,65.41364,27.3,54.877,1.6
2017-04-08,644.67567,65.64444,9.45,52.086,0.81
2017-04-09,645.15768,65.69352,0,31.855,0.6
2017-04-10,645.34339,65.71243,0,27.729,0.6
2017-04-11,644.8762,65.66486,0.6,21.036,0.6
2017-04-12,644.77374,65.65443,0,26.051,0.6
2017-04-13,644.98797,65.67624,0.8,27.89,0.6
2017-04-14,644.50178,65.62673,0,20.721,0.6
2017-04-15,644.04672,65.5804,0,19.895,1.45
2017-04-16,643.30159,65.50452,0,18.388,1.6
2017-04-17,642.66367,65.43957,0,18.147,1.6
2017-04-18,642.07266,65.37939,0.1,19.583,1.6
2017-04-19,641.3574,65.30656,0.1,18.151,1.6
2017-04-20,640.48349,65.21757,0,16.99,1.6
2017-04-21,639.49261,65.11667,0,17.008,1.6
2017-04-22,639.3397,65.1011,12.2,23.789,1.35
2017-04-23,639.39833,65.10707,1.2,25.177,0.6
2017-04-24,639.0828,65.07494,0.2,19.372,0.6
2017-04-25,638.28249,64.99345,0,16.949,0.6
2017-04-26,637.44898,64.90858,0,16.594,0.6
2017-04-27,639.78081,65.14602,19.6,52.685,0.6
2017-04-28,640.65909,65.23545,1,35.053,0.6
2017-04-29,640.73178,65.24285,0.1,25.132,0.6
2017-04-30,640.34658,65.20363,0.1,19.119,0.6
2017-05-01,639.91355,65.15953,0,19.425,0.6
2017-05-02,639.41916,65.10919,0,18.776,0.6
2017-05-03,638.96,65.06244,0.1,20.439,0.6
2017-05-04,638.30615,64.99586,0.2,18.329,0.6
2017-05-05,639.0582,65.07244,10.2,34.184,0.6
2017-05-06,644.87767,65.66501,26.15,90.356,0.6
2017-05-07,646.28341,65.80815,0,41.037,0.6
2017-05-08,646.67618,65.84814,0,29.047,0.6
2017-05-09,646.8993,65.87086,0.1,27.832,0.6
2017-05-10,646.52394,65.83264,0,21.493,0.6
2017-05-11,646.51027,65.83125,0,24.698,0.6
2017-05-12,646.20705,65.80037,0.2,20.376,0.6
2017-05-13,645.56272,65.73476,0.2,18.534,0.6
2017-05-14,644.89677,65.66695,0,17.805,0.6
2017-05-15,644.29879,65.60606,1.5,17.407,0.6
2017-05-16,643.68605,65.54367,0,19.145,0.6
2017-05-17,643.20018,65.4942,0,19.148,0.6
2017-05-18,642.64062,65.43722,0,18.317,0.6
2017-05-19,644.0138,65.57705,21.4,40.227,0.6
2017-05-20,650.14481,66.20134,28.8,93.479,0.6
2017-05-21,652.72774,66.46435,0.1,55.063,0.6
2017-05-22,658.7198,67.07449,31.25,90.999,0.6
2017-05-23,662.0285,67.4114,2.05,64.43,0.6
2017-05-24,663.56473,67.56783,0.1,42.677,0.6
2017-05-25,664.40124,67.65301,0,33.914,0.6
2017-05-26,664.51786,67.66488,0.3,27.452,0.6
2017-05-27,664.47737,67.66076,0.1,26.238,0.6
2017-05-28,664.69564,67.68298,0,27.682,0.6
2017-05-29,665.01532,67.71554,0.2,27.769,0.6
2017-05-30,664.69173,67.68259,0.3,22.233,0.6
2017-05-31,664.38588,67.65144,0,20.17,0.6
2017-06-01,664.48526,67.66156,0,26.394,0.6
2017-06-02,664.42428,67.65535,2,24.419,0.6
2017-06-03,664.01474,67.61365,0.1,20.474,0.6
2017-06-04,663.37446,67.54845,0.2,18.924,0.67
2017-06-05,662.8548,67.49554,0.6,19.004,0.75
2017-06-06,664.89981,67.70377,23.65,47.738,0.75
2017-06-07,667.00963,67.91861,12.8,49.19,0.63
2017-06-08,667.53885,67.9725,0.2,30.967,0.6
2017-06-09,667.65655,67.98448,0.8,26.818,0.6
2017-06-10,667.10421,67.92824,0.9,18.905,0.6
2017-06-11,666.66318,67.88333,0.2,18.963,0.6
2017-06-12,666.24878,67.84113,0.2,18.995,0.6
2017-06-13,666.26238,67.84252,1,24.95,0.6
2017-06-14,667.74889,67.99388,9,41.528,0.6
2017-06-15,667.94807,68.01416,0,26.792,0.6
2017-06-16,667.73762,67.99274,0.1,21.269,0.6
2017-06-17,667.10092,67.9279,0.1,18.96,0.6
2017-06-18,666.29673,67.84602,0.3,15.32,0.6
2017-06-19,665.85392,67.80093,0.2,18.751,0.6
2017-06-20,665.51856,67.76678,0,21.169,0.6
2017-06-21,665.00594,67.71458,0,18.425,0.95
2017-06-22,664.45924,67.65891,0,17.73,0.95
2017-06-23,663.79691,67.59147,0.1,17.737,0.95
2017-06-24,662.92628,67.50282,0.1,17.947,0.95
2017-06-25,662.18253,67.42709,0,14.878,0.95
2017-06-26,661.33374,67.34066,0.1,14.28,0.95
2017-06-27,660.76846,67.2831,0.2,19.537,0.95
2017-06-28,659.89198,67.19385,0.1,15.541,1.103
2017-06-29,659.05551,67.10868,0.1,17.191,2.6
2017-06-30,657.9741,66.99856,0.2,14.231,2.6
2017-07-01,656.70489,66.86932,0,13.812,3.62
2017-07-02,655.28028,66.72426,0,10.442,3.6
2017-07-03,653.92185,66.58594,0,11.15,3.6
2017-07-04,652.68038,66.45952,0,12.182,3.6
2017-07-05,651.58253,66.34773,0.3,14.586,3.6
2017-07-06,650.53628,66.2412,0.05,16.318,3.6
2017-07-07,649.45875,66.13148,0,17.588,5.04
2017-07-08,648.38638,66.02229,0.1,16.775,5.1
2017-07-09,647.32536,65.91425,0,16.842,5.1
2017-07-10,646.25327,65.80508,0.1,16.517,5.1
2017-07-11,645.07639,65.68524,0.1,16.068,5.1
2017-07-12,643.90721,65.56619,0.1,16.396,5.1
2017-07-13,642.69473,65.44273,0.1,15.514,5.1
2017-07-14,641.37813,65.30867,0.2,14.863,5.1
2017-07-15,639.93828,65.16205,0.2,13.189,5.1
2017-07-16,638.60443,65.02623,0.1,14.485,5.1
2017-07-17,637.46431,64.91014,0,14,5.1
2017-07-18,635.85334,64.7461,0,11.809,5.1
2017-07-19,634.63502,64.62205,0,13.071,5.1
2017-07-20,633.22762,64.47874,0,12.798,5.1
2017-07-21,631.84473,64.33792,0,13.16,5.1
2017-07-22,630.32701,64.18338,0.1,12.522,5.1
2017-07-23,628.85503,64.0335,0,12.628,5.1
2017-07-24,627.61003,63.90672,0,14.492,5.1
2017-07-25,626.08992,63.75194,0.1,12.437,5.1
2017-07-26,624.66001,63.60634,0.1,14.31,5.1
2017-07-27,623.16532,63.45414,0.1,13.89,5.1
2017-07-28,621.74237,63.30924,0.1,14.111,5.1
2017-07-29,620.14802,63.1469,0.2,11.824,5.1
2017-07-30,618.48762,62.97783,0,11.59,5.1
2017-07-31,616.9846,62.82478,0,11.639,5.1
2017-08-01,615.54384,62.67808,0.1,13.648,5.1
2017-08-02,613.90783,62.51149,0,11.652,5.1
2017-08-03,612.17651,62.3352,0,10.366,5.1
2017-08-04,610.53116,62.16766,0.4,12.346,5.56
2017-08-05,608.90545,62.00212,1.3,11.404,5.6
2017-08-06,607.32568,61.84126,0.5,11.616,5.6
2017-08-07,605.80742,61.68666,0.05,11.006,5.6
2017-08-08,604.12806,61.51566,0.1,12.09,5.6
2017-08-09,602.29912,61.32943,0,11.691,7.07
2017-08-10,600.43854,61.13997,0,11.005,7.1
2017-08-11,598.55023,60.94769,0,9.877,7.1
2017-08-12,596.66792,60.75603,0,10.708,7.1
2017-08-13,594.7515,60.56089,0,10.025,7.1
2017-08-14,592.95655,60.37811,0,10.096,7.1
2017-08-15,591.09583,60.18865,0,11.306,7.1
2017-08-16,589.34989,60.01086,3.3,12.308,8.53
2017-08-17,588.48251,59.92254,7.4,22.9,8.6
2017-08-18,587.61593,59.8343,5.5,21.885,8.6
2017-08-19,587.02879,59.77452,4.4,25.693,8.6
2017-08-20,587.14673,59.78653,6.6,30.982,5.89
2017-08-21,587.56772,59.82939,8.9,32.315,4.6
2017-08-22,587.05077,59.77675,0.9,22.781,4.6
2017-08-23,585.94336,59.66399,0,15.523,4.6
2017-08-24,584.64448,59.53173,0,14.465,4.6
2017-08-25,583.03234,59.36758,0.1,12.585,4.6
2017-08-26,581.51271,59.21284,0,13.818,4.6
2017-08-27,580.02283,59.06113,0,12.516,4.6
2017-08-28,578.4569,58.90168,0,10.505,4.6
2017-08-29,576.67097,58.71983,0,9.767,5.17
2017-08-30,575.17084,58.56707,0,14.967,7.06
2017-08-31,574.12138,58.46021,0,20.513,7.1
2017-09-01,573.00402,58.34644,0,17.057,7.1
2017-09-02,571.35419,58.17844,0,13.982,8.04
2017-09-03,569.50842,57.9905,0,12.038,8.1
2017-09-04,567.71107,57.80748,0.15,11.491,8.1
2017-09-05,565.76705,57.60953,0,11.521,8.1
2017-09-06,563.79134,57.40835,0,10.679,9.1
2017-09-07,561.65555,57.19087,0,10.142,9.1
2017-09-08,559.43288,56.96455,0,9.227,9.1
2017-09-09,557.19787,56.73697,0,9.426,9.1
2017-09-10,555.01252,56.51444,0,9.899,9.1
2017-09-11,553.04869,56.31448,0,8.874,9.1
2017-09-12,550.66753,56.07201,0,7.816,9.1
2017-09-13,548.21689,55.82247,0,7.802,10.08
2017-09-14,545.72008,55.56824,0,7.355,10.1
2017-09-15,543.15927,55.30748,0,7.119,10.1
2017-09-16,540.51095,55.03781,0,6.457,10.1
2017-09-17,537.89174,54.77111,0,6.352,10.1
2017-09-18,535.39169,54.51654,0,6.298,10.1
2017-09-19,532.77796,54.2504,0,5.643,10.1
2017-09-20,530.17036,53.98488,0,5.893,10.1
2017-09-21,527.63675,53.72689,0,6.159,10.1
2017-09-22,525.04538,53.46302,0,5.943,10.1
2017-09-23,522.47396,53.20119,0,7.347,10.1
2017-09-24,520.0958,52.95903,0,8.036,10.1
2017-09-25,517.86164,52.73154,0,7.414,10.1
2017-09-26,515.29476,52.47016,0,6.304,10.1
2017-09-27,512.76136,52.2122,0,6.689,10.1
2017-09-28,510.16312,51.94763,0,5.738,10.1
2017-09-29,507.56268,51.68284,0.1,5.466,10.1
2017-09-30,506.73213,51.59827,16,25.677,10.1
2017-10-01,506.40988,51.56545,16.5,29.916,10.1
2017-10-02,505.77325,51.50063,0,23.955,7.38
2017-10-03,505.1116,51.43326,10.6,21.919,5.1
2017-10-04,503.91881,51.3118,0.1,14.82,3.49
2017-10-05,502.61168,51.1787,0,13.045,3.1
2017-10-06,501.03493,51.01815,0,10.679,3.1
2017-10-07,499.46174,50.85796,3.1,10.854,3.1
2017-10-08,498.66472,50.7768,5.5,16.785,3.1
2017-10-09,497.38222,50.64621,0.1,11.094,3.1
2017-10-10,495.76404,50.48144,0,9.117,3.16
2017-10-11,493.53509,50.25447,2.8,8.988,8.54
2017-10-12,491.37891,50.03492,1.4,9.141,8.66
2017-10-13,489.24327,49.81745,0.2,12.88,11.1
2017-10-14,487.2474,49.61422,3.9,13.31,11.1
2017-10-15,485.40988,49.42712,0.1,13.835,11.1
2017-10-16,483.6486,49.24777,0,14.397,11.1
2017-10-17,481.5778,49.03691,0,11.967,11.13
2017-10-18,479.58612,48.83411,0,13.327,12.1
2017-10-19,477.13828,48.58486,0,10.937,12.1
2017-10-20,474.52628,48.31889,0,9.24,12.1
2017-10-21,471.93681,48.05522,0.45,7.59,12.1
2017-10-22,469.36321,47.79316,0.6,7.248,12.1
2017-10-23,467.03476,47.55606,6.5,8.867,12.1
2017-10-24,464.65099,47.31333,0.15,8.478,12.1
2017-10-25,462.10865,47.05446,0,7.73,12.1
2017-10-26,460.88131,46.92948,27,24.288,12.1
2017-10-27,459.46788,46.78556,0.3,17.871,8.35
2017-10-28,458.57044,46.69418,8.4,19.331,5.56
2017-10-29,457.49266,46.58443,0,16.984,4.6
2017-10-30,456.14528,46.44723,0.1,12.852,4.6
2017-10-31,454.8339,46.3137,9.85,13.475,4.6
2017-11-01,453.39036,46.16671,0.95,13.435,4.6
2017-11-02,451.95114,46.02016,0,12.455,4.6
2017-11-03,450.04711,45.82628,0,10.634,8
2017-11-04,448.05864,45.62381,0,10.634,8.25
2017-11-05,446.72998,45.48852,17.2,19.943,11.1
2017-11-06,445.45648,45.35884,1.1,18.69,11.1
2017-11-07,443.741,45.18416,0.1,14.696,11.1
2017-11-08,441.56277,44.96236,0.1,11.448,11.1
2017-11-09,439.41372,44.74353,0,11.466,11.1
2017-11-10,438.24549,44.62458,7.2,21.856,9.98
2017-11-11,438.78844,44.67986,25.7,40.472,8.78
2017-11-12,438.56204,44.65681,0.7,25.715,4.42
2017-11-13,437.86295,44.58563,0.1,19.699,3.1
2017-11-14,437.31349,44.52968,0,22.687,3.1
2017-11-15,436.30829,44.42732,0,17.066,3.1
2017-11-16,434.85771,44.27962,0,11.662,3.1
2017-11-17,433.091,44.09972,2.6,12.605,6.48
2017-11-18,433.66876,44.15855,26.4,38.976,6.6
2017-11-19,434.41214,44.23425,27.1,39.443,6.6
2017-11-20,434.95749,44.28978,15.4,34.042,4.69
2017-11-21,434.73677,44.2673,0,25.083,4.1
2017-11-22,434.88575,44.28247,20.3,29.733,2.37
2017-11-23,436.87622,44.48515,0.9,48.977,1.66
2017-11-24,438.25337,44.62538,0,43.507,1.6
2017-11-25,438.42319,44.64267,0,29.543,1.6
2017-11-26,437.89648,44.58904,4.1,21.307,1.6
2017-11-27,437.8115,44.58039,12,24.594,1.6
2017-11-28,437.56484,44.55527,1.7,23.918,1.6
2017-11-29,436.93175,44.49081,0,19.71,1.6
2017-11-30,436.04371,44.40038,0,16.108,1.6
2017-12-01,434.81326,44.27509,0.15,12.97,1.6
2017-12-02,433.94317,44.18649,0.3,17.143,1.95
2017-12-03,432.99691,44.09014,0,15.876,2.6
2017-12-04,431.96331,43.98489,0.6,15.149,2.6
2017-12-05,430.57754,43.84378,0,12.187,2.62
2017-12-06,428.90718,43.6737,0,12.496,5.55
2017-12-07,427.08558,43.48821,6.3,11.492,6.28
2017-12-08,425.2709,43.30343,3.9,13.367,7.56
2017-12-09,424.49803,43.22474,19.4,23.805,7.6
2017-12-10,423.41202,43.11415,0,19.922,7.6
2017-12-11,422.1211,42.9827,1.9,15.724,7.6
2017-12-12,420.39545,42.80699,1.3,13.408,7.6
2017-12-13,418.64387,42.62863,0.1,12.211,7.6
2017-12-14,416.81395,42.4423,0,11.116,7.6
2017-12-15,414.80478,42.23772,0,10.569,7.6
2017-12-16,412.69127,42.02251,1.8,9.784,7.6
2017-12-17,410.54295,41.80375,0,9.874,8.6
2017-12-18,408.73019,41.61917,1.8,12.188,8.6
2017-12-19,408.88576,41.63501,6,37.105,8.6
2017-12-20,408.72026,41.61816,12,30.495,6.36
2017-12-21,407.92844,41.53753,9.6,23.14,5.6
2017-12-22,407.80529,41.52499,8.1,27.588,4.48
2017-12-23,407.46067,41.4899,9,25.615,3.1
2017-12-24,406.79791,41.42241,0,21.812,3.1
2017-12-25,405.594,41.29982,0,14.659,3.1
2017-12-26,405.62327,41.3028,10.5,25.292,3.1
2017-12-27,404.65464,41.20417,3.5,17.607,3.1
2017-12-28,403.69527,41.10648,2.6,17.193,3.1
2017-12-29,403.08704,41.04455,0.5,19.641,3.1
2017-12-30,403.54778,41.09147,14.5,29.852,2.04
2017-12-31,405.23331,41.2631,14.2,42.553,1.6
2018-01-01,408.19992,41.56517,12.25,57.792,1.6
2018-01-02,409.26795,41.67392,0,36.512,1.6
2018-01-03,409.14108,41.66101,3.2,23.405,0.94
2018-01-04,410.52344,41.80177,12,39.625,0.6
2018-01-05,410.48455,41.79781,0,24.977,0.6
2018-01-06,409.91655,41.73997,0,19.41,0.6
2018-01-07,410.23893,41.7728,15,28.722,0.6
2018-01-08,417.74931,42.53754,35.4,108.66,1.43
2018-01-09,424.87852,43.26348,12.8,106.07,0.6
2018-01-10,430.0227,43.78729,0,84.784,0.6
2018-01-11,434.41854,44.2349,5.4,76.407,0.6
2018-01-12,441.42438,44.94827,21.2,105.718,0.6
2018-01-13,444.08411,45.2191,0.25,56.314,0.6
2018-01-14,445.61196,45.37467,0.3,42.298,0.6
2018-01-15,447.09893,45.52608,2.15,42.39,0.6
2018-01-16,448.3196,45.65038,7.5,39.877,0.6
2018-01-17,449.70473,45.79142,1.8,41.873,0.6
2018-01-18,450.72676,45.89549,3.2,38.845,0.6
2018-01-19,451.26162,45.94995,4.3,32.069,0.6
2018-01-20,453.94447,46.22314,23.9,56.361,0.6
2018-01-21,456.33656,46.46671,3.7,52.943,0.6
2018-01-22,457.77449,46.61313,6.6,42.843,0.6
2018-01-23,459.40781,46.77944,17.7,46.768,0.6
2018-01-24,460.34711,46.87509,4.7,37.905,0.6
2018-01-25,464.85707,47.33432,11.8,78.37,0.6
2018-01-26,466.73094,47.52512,3.9,47.359,0.6
2018-01-27,468.35993,47.691,0.7,44.252,0.6
2018-01-28,471.1605,47.97617,0,57.249,0.6
2018-01-29,474.31173,48.29704,11.7,60.894,0.6
2018-01-30,482.10824,49.09093,37.5,116.894,0.6
2018-01-31,491.24189,50.02096,17.7,130.725,0.6
2018-02-01,495.51428,50.456,0,75.788,0.6
2018-02-02,497.91022,50.69997,0,54.878,0.6
2018-02-03,498.99549,50.81048,0,39.809,0.6
2018-02-04,499.61338,50.8734,0,32.836,0.6
2018-02-05,500.03302,50.91613,0,29.476,0.6
2018-02-06,500.16944,50.93002,0.9,28.645,0.6
2018-02-07,500.27915,50.94119,0.75,27.619,0.6
2018-02-08,500.20308,50.93344,0,25.652,0.6
2018-02-09,500.01685,50.91448,0,24.243,0.98
2018-02-10,499.48331,50.86015,0,23.166,2.71
2018-02-11,500.19811,50.93294,15.7,35.446,2.4
2018-02-12,500.68043,50.98205,3,31.724,2.4
2018-02-13,500.39023,50.9525,2.3,22.087,1.07
2018-02-14,500.32753,50.94611,0.3,22.85,0.8
2018-02-15,501.07061,51.02178,1.4,33.936,0.8
2018-02-16,501.00608,51.01521,1,23.891,0.8
2018-02-17,500.94168,51.00865,0,24.415,0.8
2018-02-18,502.06789,51.12333,3.5,37.814,0.8
2018-02-19,505.77079,51.50038,11.5,67.641,0.8
2018-02-20,508.05743,51.73322,1.6,54.213,0.8
2018-02-21,509.26888,51.85657,1.7,40.456,0.8
2018-02-22,509.61581,51.8919,0,29.976,0.8
2018-02-23,510.39381,51.97112,5,36.487,0.8
2018-02-24,510.30684,51.96226,0,25.425,0.8
2018-02-25,509.5884,51.88911,0,19.289,0.8
2018-02-26,509.10328,51.83971,0,20.235,0.8
2018-02-27,514.24253,52.36302,46.3,80.731,0.7
2018-02-28,514.3261,52.37153,0.3,27.348,0.6
2018-03-01,514.38166,52.37718,2.6,26.188,0.6
2018-03-02,515.53357,52.49448,10,38.984,0.6
2018-03-03,521.83683,53.13631,45,96.732,0.6
2018-03-04,523.15354,53.27039,0.1,38.843,0.6
2018-03-05,524.53743,53.4113,4.4,35.989,0.6
2018-03-06,525.44148,53.50336,5.3,32.281,0.6
2018-03-07,525.98052,53.55824,3.1,28.702,0.6
2018-03-08,526.39544,53.60049,1.9,27.438,0.6
2018-03-09,525.93758,53.55387,0.7,19.832,0.6
2018-03-10,525.71062,53.53076,0,24.141,0.6
2018-03-11,526.40277,53.60124,6.65,34.531,0.6
2018-03-12,526.2024,53.58084,0,24.105,0.6
2018-03-13,526.34929,53.59579,2.4,29.689,0.64
2018-03-14,526.24826,53.58551,0.3,26.57,2.35
2018-03-15,526.75132,53.63673,18.3,33.973,2.35
2018-03-16,526.47564,53.60866,0,24.215,0.84
2018-03-17,527.3433,53.69701,4,37.933,0.6
2018-03-18,527.91617,53.75534,0,33.178,0.6
2018-03-19,528.0217,53.76609,0,27.633,0.6
2018-03-20,527.8018,53.7437,2.9,23.709,0.6
2018-03-21,531.02932,54.07234,26.6,63.454,0.6
2018-03-22,532.46621,54.21865,10.7,43.901,0.6
2018-03-23,533.54445,54.32844,0,37.634,0.6
2018-03-24,533.69391,54.34366,0.1,28.905,0.6
2018-03-25,533.20908,54.2943,0.1,22.242,0.6
2018-03-26,532.82872,54.25557,0,21.493,0.6
2018-03-27,532.752,54.24775,5.1,24.549,0.6
2018-03-28,533.1959,54.29295,5.8,30.266,0.6
2018-03-29,533.18362,54.2917,4.8,25.37,0.6
2018-03-30,532.68217,54.24064,0,20.628,0.6
2018-03-31,532.28481,54.20018,1.5,19.909,0.6
2018-04-01,532.6339,54.23573,9.25,29.507,0.6
2018-04-02,533.61835,54.33597,3.2,35.191,0.6
2018-04-03,533.46125,54.31997,2.1,24.613,0.6
2018-04-04,533.38166,54.31187,7.1,25.145,0.6
2018-04-05,533.42173,54.31595,0.3,25.978,0.6
2018-04-06,532.86605,54.25937,0,18.85,0.6
2018-04-07,532.12994,54.18441,0,18.374,0.6
2018-04-08,531.42979,54.11312,0,17.565,0.6
2018-04-09,530.51623,54.02009,0,14.652,0.6
2018-04-10,529.75743,53.94283,0,17.946,0.62
2018-04-11,528.88162,53.85365,0,17.66,2.35
2018-04-12,527.52568,53.71558,0,12.362,2.35
2018-04-13,526.52473,53.61366,0.1,17.113,2.43
2018-04-14,525.3474,53.49378,0,18.612,5.35
